horseID,name,country_age,owner,import_type,color_sex,sire,dam,dam_sire,url
J422,SUPER LUCKY DRAGON,AUS / 3,Yip Shu Bun & Jonathan Chok Shee Feng,ISG,Bay / Gelding,Zoustar,One More Honey,Onemorenomore,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J422
J211,SUPER TREASURE,IRE / 3,Martin Yung Ping Fai & Kwok Yi Chit,PPG,Bay / Gelding,Calyx,Alexis Carrington,Mastercraftsman,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J211
J352,THE PRIME,NZ / 3,Leon Chan,PPG,Bay / Gelding,Per Incanto,Caley Marie,Keeper,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J352
J281,THUNDERBOLTAURUS B,NZ / 3,Stacey Martin Wong,PPG,Bay / Gelding,Swiss Ace,Nana Jean,Rock Of Gibraltar,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J281
H423,UNISON,NZ / 4,Yvonne Nattashia Ng,PPG,Bay / Gelding,Per Incanto,Ronda,O'Reilly,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H423
J415,VICTORY PATCH,AUS / 3,Yeung Kin Man,ISG,Bay / Gelding,Exceed And Excel,Cheetara,More Than Ready,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J415
J348,VIEW OF THE WORLD,NZ / 3,Cheng Ying Yim,PPG,Bay / Gelding,Derryn,Gossiping,Al Akbar,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J348
J375,VIGOR ELLEEGANT,AUS / 3,James Ling Chi Fai,PPG,Bay / Gelding,Deep Field,Feeling Positive,Not A Single Doubt,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J375
J351,WISDOM STAR,AUS / 3,Brilliant Friends Syndicate,PPG,Bay / Gelding,Menari,Candy Bridge,Encosta de Lago,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J351
J156,X FACTOR,NZ / 3,Competitive Advantage Syndicate,PPG,Bay / Gelding,Contributer,Charlotte's Revenge,Danasinga,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J156
E413,YOU'REMYEVERYTHING,IRE / 7,AA84 Syndicate,PP,Bay / Gelding,Holy Roman Emperor,Guilia,Galileo,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2020_E413
H425,BRAVE WITNESS,AUS / 4,Wallace Cheung Kwong Yung,PPG,Chestnut / Gelding,Star Witness,Amberio,Captain Rio,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H425
J321,BRILLIANT EXPRESS,AUS / 3,Larry Yung Chi Kin,PPG,Bay / Gelding,Starspangledbanner,Fun In Flight,Fusaichi Pegasus,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J321
H087,CAN'T GO WONG,NZ / 5,Or Wing Chi,PP,Chestnut / Gelding,Per Incanto,O'Really Baheeya,O'Reilly,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H087
H475,CIRCUIT FIERY,NZ / 4,Jason Cheung Cho Yee & Cheung Ka Shing,ISG,Bay / Gelding,Tavistock,Triaction,Elusive City,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H475
G078,CIRCUIT MIGHTY,NZ / 6,Henry Cheung Kun Tong,PP,Bay / Gelding,El Roca,Summalucky,Zabeel,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G078
H236,DELAGO PATROL,AUS / 4,Alan Chan Yau Yuet & Chris Chan Cheong Hoi,PPG,Chestnut / Gelding,Russian Revolution,De Lago Mist,Encosta de Lago,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H236
J278,DRAGON JOY,NZ / 3,QCOBA Racing Syndicate,PPG,Bay / Gelding,Saxon Warrior,Ashara,Pins,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J278
G465,FORERUNNER,FR / 5,"Ng Tai Wing, Anson Or Yiu Wah & Henry Yeung Mun Kin",ISG,Chestnut / Gelding,Almanzor,Glittering Tax,Artax,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G465
J105,HAKKA RADIANCE,GB / 4,Hakka Syndicate,PP,Bay / Gelding,Massaat,Kalia Asha,Dark Angel,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J105
H406,LESS IS MORE,AUS / 4,Xavier Zee Ho Sum,PPG,Bay / Gelding,Denman,Harada Tat Tat,Haradasun,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H406
E383,MISSION BRAVO,AUS / 6,Alright Racing Syndicate,PP,Brown / Gelding,Smart Missile,Stage Performer,Encosta de Lago,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2020_E383
H325,NEW POWER,NZ / 3,"Cheung Tin Chai, Cheung Shu Yan & Cheung Shu Tak",PPG,Bay / Gelding,Swiss Ace,River Shannon,Mossman,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H325
E322,RUN RUN COOL,AUS / 6,"Tang Ming, James Tang Sau Yip, Tang Chak Man & Tang Fong Ki",PP,Brown / Gelding,Written Tycoon,Golden Penny,Blevic,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2020_E322
D487,SIGHT HERO,AUS / 6,Tam Wing Kun,PPG,Bay / Gelding,Love Conquers All,Choose The Moment,Choisir,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D487
G128,SMILING COLLECTOR,NZ / 5,Fung Kok Po,PPG,Bay / Gelding,Turn Me Loose,Comme Tu Veux,Howbaddouwantit,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G128
J314,TAIHANG SCENERY,AUS / 3,Gui Shengyue,PPG,Bay / Brown / Gelding,Pride Of Dubai,Allez France,Hennessy,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J314
H322,TELECOM DRAGON,NZ / 3,Bobby Cheung King Chuen,PPG,Bay / Gelding,Derryn,Coimbra,Mossman,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H322
J236,AMAZING AWARD,AUS / 3,"Chan Kwok Yuen, Terence Lun Tin Yeu & Paul Li Cheuk Wai",PPG,Bay / Gelding,Kermadec,Galleries,Royal Academy,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J236
J260,BEAUTY ALLIANCE,AUS / 3,Beauty Syndicate,PPG,Bay / Gelding,Starcraft,Rezyana,Redoute's Choice,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J260
H487,CIRCUIT VICTORY,NZ / 4,Henry Cheung Kun Tong,ISG,Brown / Gelding,Per Incanto,Amanjena,Smart Missile,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H487
J317,DRAGON FOUR SEAS,AUS / 3,"Dr Alan Lee Wai Kin, Dr Kelvin Chong Man Yuk, Vincent Chong Man Chung & Melody Yau Man Lok",PPG,Bay / Gelding,Shooting To Win,My Thousand,Foreplay,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J317
G374,D STAR,NZ / 4,Josephine Chiu Wing Hei,PPG,Bay / Gelding,Darci Brahma,Florella,Volksraad,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G374
J234,FORTUNE RACER,NZ / 3,Fortune Amicus Syndicate,PPG,Bay / Gelding,Darci Brahma,Wafer,Alamosa,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J234
J101,FUNG,NZ / 3,Keith Ng Ting Kit,PPG,Bay / Gelding,Time Test,My Hope,Howbaddouwantit,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J101
J221,MILES AWAY,AUS / 3,Yip Wai Kwan,PPG,Bay / Gelding,Justify,Stopshoppingmaria,More Than Ready,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J221
H376,MISTER DAPPER,NZ / 4,"Paco Chan Pak Hou, Johnny Chan Chi Kwong & Jason Chan Chon San",PPG,Bay / Gelding,Tivaci,Posavina,Tiger Hill,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H376
J145,MIU FA FA,AUS / 3,Liu Ling Yi,PPG,Bay / Gelding,Flying Artie,Alpen Rose,Swiss Ace,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J145
J102,RACINGRACE,NZ / 3,"David Mong Tak Yeung, Jasmie Mong Shuk Mei & Jocelyn Mong Shuk Ching",PPG,Grey / Gelding,U S Navy Flag,Lucy In Disguise,Elusive City,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J102
H297,RAGNARR,AUS / 4,Choi Chun Kwong,PP,Chestnut / Gelding,Olympic Glory,Plain Magic,Magic Albert,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H297
G067,REACH GOAL,FR / 6,Anthony Chan Wai Choi & Newlson Tang Kin Ming,PPG,Dark Bay / Gelding,Myboycharlie,Astrologie,Polish Precedent,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G067
J252,SMASHING EXPRESS,AUS / 3,Frances Yung Li Fong,PPG,Chestnut / Gelding,Churchill,Pure Choice,Choisir,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J252
J134,SOLAR UP,AUS / 4,Kong Wing Ming & Edmond Kong Chun Man,PP,Chestnut / Gelding,Capitalist,Love's Great,Choisir,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J134
H027,STRONGEST BOY,AUS / 4,Ricky Wong Kin Chat & Helen Leung Yee Wan,PPG,Bay / Gelding,Spirit Of Boom,Darook Park,Darci Brahma,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H027
G277,TO INFINITY,NZ / 5,Chan Wing Chiu & Yildiz Choi Yat Fan,PPG,Bay / Gelding,Darci Brahma,Italic,Medicean,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G277
H419,WINDICATOR FAMILY,NZ / 4,Thomas Poon Ho Wing & Poon Chi Keung,PP,Bay / Gelding,Press Statement,Max It Out,Northern Meteor,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H419
G196,ACE ONE,AUS / 6,Chan Ngan Chi & Chen Yung Hung,PP,Bay / Brown / Gelding,Shamus Award,Stellana,Testa Rossa,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G196
G312,KASA PAPA,NZ / 6,Gin Syndicate,PP,Brown / Gelding,Savabeel,Lady Chaparral,High Chaparral,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G312
H235,LUCKY PLANET,AUS / 4,Leung Kai Fai & Cheung Sui Ling,PPG,Bay / Gelding,Pariah,Watchful Eyes,Street Sense,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H235
G410,MASTER TORNADO,AUS / 5,Master Syndicate,PP,Bay / Gelding,Toronado,Beltija,Falvelon,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G410
G307,PRINCE ALEX,AUS / 5,Edwin Cheung Hon Kit,PP,Bay / Brown / Gelding,Animal Kingdom,Alexandra Rose,Caesour,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G307
H351,SO TREASURE,NZ / 4,Sandy So Yuen Yee,PPG,Bay / Gelding,Impending,Lisboa,Van Nistelrooy,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H351
H207,STURDY RUBY,AUS / 4,"Adam Chan Yam Man, Brian Wong Chi Fai & Alfred Chan Yam Lung",PPG,Grey / Gelding,Street Boss,Renaka,Redoute's Choice,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H207
H481,SUPER UNICORN,NZ / 4,Marces Lee Tze Bun,ISG,Bay / Gelding,Savabeel,Lovetessa,O'Reilly,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H481
H457,THE GREAT MASTER,AUS / 4,22/23 Me Tsui Yu Sak Trainer Syndicate,PP,Bay / Gelding,Epaulette,Swiss Miss,Snowland,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H457
G458,TOGEPI,AUS / 5,Liu Shun Hong,PPG,Bay / Gelding,Eurozone,Viennese Beauty,Snitzel,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G458
H063,TRAVEL GOLF,GB / 5,Wong Chun Tat,PP,Bay / Gelding,Holy Roman Emperor,Apparatchika,Archipenko,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H063
J310,TRIPLE BLISS,NZ / 3,"Kenneth Lam Yiu Kin, Ching Pak Chung & Rudolf Tam Kai Chung",PPG,Bay / Gelding,Charm Spirit,Sarzana,High Chaparral,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J310
E144,ACA POWER,AUS / 7,ACA Friends Syndicate,PP,Bay / Gelding,Zoffany,Lavender Bay,Magnus,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2020_E144
J289,ALP'S AFFECTION,NZ / 3,Philip Chu Yin Kam & Alex Chu Kiu Ming,PPG,Bay / Gelding,Vancouver,Sawakiyna,Sea The Stars,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J289
J259,CAMP FIRE,NZ / 3,Augustine Wong Ho Ming,PPG,Bay / Gelding,Per Incanto,Bellerama,Fusaichi Pegasus,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J259
J347,CIRCUIT MAXIMUS,NZ / 3,Henry Cheung Kun Tong,PPG,Bay / Gelding,Deep Field,Flying Therese,Flying Spur,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J347
E161,DARCI JOY,NZ / 6,"Cindi Hui Ming Ming, Dr David Choy Tak Wai & Ricky Choy Wing Kay",PPG,Bay / Gelding,Darci Brahma,High Joy,High Chaparral,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2020_E161
J309,DOUBLE BINGO,NZ / 3,Charmaine Wong Kam Mei & Chan Fu Ho,PPG,Bay / Gelding,Charm Spirit,Estrela Flicka,O'Reilly,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J309
G003,FUN N GLORY,AUS / 6,Sunrise Syndicate,PPG,Bay / Gelding,Akeed Mofeed,Topaque,Bel Esprit,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G003
H100,GOLDEN TITLE,NZ / 5,"Weber Lo Wai Pak, Chew Sein Mene & Henry Chan Tin Sang",PP,Brown / Gelding,Telperion,Fille de France,Mossman,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H100
J224,GOOD GOOD,NZ / 3,Michael Ng Chi Lam & Gloria Ng Wong Yee Man,PPG,Bay / Gelding,Savabeel,Fast Company,Fastnet Rock,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J224
H181,HAPPY FOR ALL,AUS / 4,Terry Lai Chi Wai,PPG,Brown / Gelding,Impending,Ilovewhatsebrings,Sebring,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H181
H039,HOLY POWER,NZ / 5,"Michael Lee To Ming, Dr Sonny Li Mow Ming & Louis Lou Chong Wei",PPG,Bay / Gelding,Power,Onmyown,High Chaparral,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H039
J226,IVICTORIAM,AUS / 3,Dr & Mrs Henry H L Chan and Mr & Mrs Michael T H Lee,PPG,Bay / Gelding,Toronado,Summerfest,Ocean Park,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J226
G288,MR VALIANT,SAF / 6,Allen Shi Lop Tak,PP,Bay / Brown / Horse,Querari,Varsity Belle,Var,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G288
H416,OMAKASE,NZ / 4,Mr & Mrs Cheng Chak Yin,PPG,Bay / Gelding,Time Test,Extra Explosive,Ekraar,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H416
J003,PERFECTO MOMENTS,NZ / 3,James Ngai,PPG,Bay / Gelding,Sweynesse,Coterie,Keeper,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J003
H343,SEA SAPPHIRE,AUS / 4,HK Golf Club Racing Syndicate,PPG,Chestnut / Gelding,Husson,Luna Azzura,Magnus,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H343
J199,STARMEN,NZ / 3,Ryan Wong Man Yeung & Roland Wong Ka Yeung,PPG,Grey / Gelding,Ardrossan,Chillypin,Pins,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J199
J069,STORM WINNER,AUS / 3,Francis Yeung,PPG,Chestnut / Gelding,Trapeze Artist,Another Coup,Darci Brahma,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J069
G050,SUPER HIGHWAY,AUS / 5,"Johnny Shum Pui Kay, Yeung Lin Kar, Sam Yeung Wai Shing & Yeung Lei Sha",PPG,Bay / Gelding,Deep Field,Mosoru,Black Minnaloushe,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G050
J282,SWEET SMILE,NZ / 3,Lily's Buddies Syndicate,PPG,Bay / Gelding,Time Test,Bella Rosalia,Singspiel,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J282
J227,THE AZURE,NZ / 3,Mr & Mrs Alan Ho Pui Lun and Mr & Mrs Norman Tang Fai Ng,PPG,Bay / Gelding,Wrote,Trissie,Giant's Causeway,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J227
J176,YEE CHEONG RAIDER,AUS / 3,Choi Hiu Fung & Choi Chun Lung,PPG,Bay / Gelding,Deep Field,L'Elu,Fastnet Rock,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J176
D474,CIRCUIT SEVEN,AUS / 6,Cheung Kwong Kwan & Cheung Kwok Wa,PP,Chestnut / Gelding,Deep Field,Flamboyant Lass,Stratum,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D474
J204,CURRAHEE,NZ / 3,Kameny Wong Kam Man,PPG,Grey / Gelding,U S Navy Flag,The Grey Lady,Reliable Man,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J204
H393,FAST VICTORY,NZ / 4,Happy Uncles Syndicate,PP,Bay / Gelding,Contributer,Mapmaker,Volksraad,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H393
J183,FIREFOOT,AUS / 3,Timon Tai,PPG,Bay / Gelding,Shooting To Win,High Class,Shocking,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J183
E360,FLYING DRAGON,NZ / 6,Jackie Cheung Yick Hung,PPG,Bay / Gelding,Per Incanto,Crepe de Chine,Pins,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2020_E360
E478,FLYING SILVER,IRE / 5,Friends of Beijing Syndicate,PPG,Grey / Gelding,Gleneagles,Bright Snow,Gulch,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2020_E478
J058,FOREMOST TEDDY,AUS / 3,Tse Ming Yee & Emily Tse Wing Man,PPG,Bay / Gelding,Fastnet Rock,Moqueen,Uncle Mo,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J058
D359,GALLANT CROWN,NZ / 7,Equity Syndicate,PPG,Bay / Gelding,Hallowed Crown,Justagem,Stravinsky,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D359
J155,GREAT SPIRIT,AUS / 3,Lok Yuet Kwan,PPG,Bay / Gelding,American Pharoah,Hermosa Beach,Magnus,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J155
J297,LORD OF THE ROSE,GB / 3,Wong Kwong Fai,PPG,Bay / Gelding,Australia,Gwerrann,Dansili,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J297
G354,LUCKY BANNER,IRE / 5,"Mr & Mrs Stephen Ho Wai Man, Fred Ho Ka Chun and Derek Ho Ka Chung",PPG,Chestnut / Gelding,Starspangledbanner,Bequia,Helmet,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G354
H282,MASSIVE TALENT,NZ / 4,Alan Chan Kin On,PPG,Grey / Gelding,Swiss Ace,Commiserate,Congrats,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H282
J239,MR ENERGIA,NZ / 3,Allen Shi Lop Tak,PPG,Bay / Gelding,Swiss Ace,Jolie Blonde,Testa Rossa,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J239
J071,SUPER SIXTY,AUS / 3,Ranjan Tikam Mahtani,PPG,Chestnut / Gelding,Written By,Tina Melina,Jet Spur,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J071
J163,WINNING TURN,NZ / 3,"Wong Che Kin, Johnny Wong Ka Keung & Andrew Lee Ying Biu",PPG,Chestnut / Gelding,Turn Me Loose,Schooner Bay,Falkirk,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J163
J257,CLEAR COURAGE,AUS / 3,Eighth Floor Syndicate,PPG,Chestnut / Gelding,Frosted,Fly Higher,Lonhro,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J257
H290,COURIER MAGIC,NZ / 4,Mr & Mrs Chan Wing Kwan,PPG,Bay / Gelding,Savabeel,Karla Bruni,Pins,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H290
E294,HAPPY DAILY,NZ / 6,So Kai Sing,PPG,Bay / Gelding,Pins,Genius,Savabeel,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2020_E294
H372,JOYFUL SUPREME,NZ / 4,Lo Chuen Hang,PPG,Bay / Gelding,Shamexpress,Rita Moreno,King's Chapel,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H372
D419,LEGION OF MERIT,NZ / 7,Kent Leung Kin Keung,PP,Grey / Gelding,Alamosa,Fantastic Honour,Any Suggestion,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D419
H472,MATSU VICTOR,NZ / 3,Lau Ying Kin & Lau Mok Yuen Kee,PPG,Bay / Gelding,U S Navy Flag,Lazaan,Zabeel,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H472
E368,PARTY WARRIOR,NZ / 6,Courageous Syndicate,PPG,Bay / Gelding,Contributer,Bonnie Tyler,Darci Brahma,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2020_E368
H478,PATCH OF KINGDOM,FR / 4,Angela Yeung Kit Ming,ISG,Chestnut / Gelding,Showcasing,Sailor Moon,Tiger Hill,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H478
G189,PEGASUS GENERAL,BRZ / 7,Daniel Kwan,PP,Bay / Gelding,Vettori,Umniyah,Burooj,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G189
J095,SKY PROPHET,AUS / 3,"Kwan Shiu Man, Jessica Kwan Mun Hang & Jeffrey Kwan Chun Ming",PPG,Bay / Gelding,Divine Prophet,Leopard Skin,Tale Of The Cat,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J095
G477,SMART BEAUTY,IRE / 5,Beauty Team Syndicate,ISG,Grey / Gelding,Dark Angel,Layla Jamil,Exceed And Excel,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G477
H278,SMART FIGHTER,NZ / 4,Joseph Chung,PPG,Bay / Gelding,Sacred Falls,Do Ra Mi,Savabeel,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H278
H095,STRATHPEFFER,AUS / 4,Mr & Mrs Iain Bruce,PPG,Bay / Gelding,Dundeel,Quizzed,Oratorio,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H095
D241,SUPER HONG KONG,AUS / 6,Lucky Go Happy Syndicate,PPG,Brown / Gelding,Kermadec,Indiscretions,Commands,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D241
E495,VALHALLA,NZ / 6,Cheng Chung Wah & Enzo Cheng Tin Hang,ISG,Bay / Gelding,Ocean Park,Eudora,Pins,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2020_E495
H306,AFFIRM,AUS / 4,Argon Syndicate,PPG,Chestnut / Gelding,Choisir,Sheer Style,Snitzel,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H306
H307,BOOMBAYAH,AUS / 3,Chui Ling Ling,PPG,Bay / Gelding,Deep Field,Loyal Hero,Reset,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H307
J202,CALL ME SUPREME,AUS / 3,Philip Liu Chun Hang,PPG,Chestnut / Gelding,Justify,Santa Clara,Foxwedge,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J202
E494,CHARMING STEED,FR / 6,Fortunes Turn Syndicate,ISG,Bay / Gelding,Charm Spirit,Militante,Johannesburg,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2020_E494
J099,GIMME FIVE,NZ / 3,Fellowship Syndicate,PPG,Chestnut / Gelding,Swiss Ace,Inara Belle,Elusive Quality,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J099
H348,GOLDEN CHAMPION,AUS / 4,Lisa Ngai Lai Ha,PPG,Bay / Gelding,Toronado,Cathay Belle,Northern Meteor,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H348
H106,GOLD TACK,NZ / 5,Robert Chung Wai Shu & Jeanette Chung Siu Wah,PPG,Brown / Gelding,Preferment,Wild Rock,Fastnet Rock,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H106
H061,HAPPY HORSE,AUS / 5,Mr & Mrs Chan Hou Bo and Mr & Mrs Edwin Chan,PPG,Bay / Brown / Gelding,Zoustar,Kiss In The Rain,Manhattan Rain,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H061
